customer_id,car_model,contract_type,tenure_months,service_calls_last_3m,satisfaction_score,monthly_payment,complaint_level,text,churn
879,SUV Sport,lease,32,1,1,402.61,0,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
880,SUV Sport,finance,12,2,5,382.56,3,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer mentions switching to another brand soon.,0
881,Sedan Basic,subscription,24,0,4,467.71,2,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
882,EV Compact,lease,51,3,1,329.39,0,Customer drives a EV Compact. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
883,SUV Family,lease,23,3,4,417.49,1,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle.,0
884,Sedan Basic,lease,4,2,3,400.98,0,Customer drives a Sedan Basic. Customer is neutral about the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
885,Truck Utility,lease,15,2,1,439.03,0,Customer drives a Truck Utility. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,1
886,Truck Utility,finance,36,3,2,442.0,0,Customer drives a Truck Utility. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer expresses loyalty to the brand.,1
887,Sedan Basic,subscription,38,1,2,448.24,2,Customer drives a Sedan Basic. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
888,Sedan Premium,lease,59,1,2,411.39,3,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,0
889,Sedan Basic,finance,56,2,3,588.27,2,Customer drives a Sedan Basic. Customer is neutral about the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
890,Sedan Premium,lease,32,2,4,450.71,2,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
891,Sedan Basic,finance,33,1,1,712.72,0,Customer drives a Sedan Basic. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer says the monthly payment feels too expensive. Customer is financing the car. Customer expresses loyalty to the brand.,1
892,Truck Utility,finance,48,2,1,405.98,0,Customer drives a Truck Utility. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer expresses loyalty to the brand.,1
893,SUV Sport,lease,3,2,4,515.07,0,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,1
894,EV Compact,lease,36,2,3,312.87,3,Customer drives a EV Compact. Customer is neutral about the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
895,Truck Utility,finance,28,1,2,568.09,2,Customer drives a Truck Utility. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
896,SUV Sport,subscription,47,1,2,315.49,3,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
897,SUV Sport,lease,48,2,1,454.71,3,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
898,Sedan Basic,lease,39,3,5,368.27,0,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,1
899,Sedan Basic,lease,39,3,5,454.24,2,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
900,SUV Sport,finance,41,1,3,371.82,2,Customer drives a SUV Sport. Customer is neutral about the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
901,Sedan Basic,finance,35,2,2,305.29,2,Customer drives a Sedan Basic. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
902,Sedan Basic,finance,14,0,2,367.41,2,Customer drives a Sedan Basic. Customer is very unhappy with the car. No recent service issues or complaints. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
903,Sedan Premium,finance,17,5,2,584.99,1,Customer drives a Sedan Premium. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car.,1
904,EV Compact,subscription,44,3,5,456.07,0,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,1
905,SUV Family,subscription,37,0,1,245.34,3,Customer did not provide any comments.,1
906,Truck Utility,lease,15,2,5,531.45,2,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
907,SUV Family,finance,52,3,2,293.02,3,Customer drives a SUV Family. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is financing the car. Customer mentions switching to another brand soon.,1
908,Sedan Premium,lease,58,0,2,489.2,0,Customer drives a Sedan Premium. Customer is very unhappy with the car. No recent service issues or complaints. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,1
909,SUV Family,lease,37,2,5,466.38,0,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
910,Sedan Basic,subscription,14,1,5,473.96,3,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
911,Truck Utility,finance,56,0,5,622.38,3,Customer did not provide any comments.,0
912,Sedan Premium,subscription,14,2,2,300.56,3,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
913,SUV Family,finance,26,2,3,473.3,1,Customer did not provide any comments.,1
914,EV Compact,finance,51,0,2,551.15,3,Customer drives a EV Compact. Customer is very unhappy with the car. No recent service issues or complaints. Customer is financing the car. Customer mentions switching to another brand soon.,1
915,SUV Sport,finance,31,0,1,322.8,0,Customer drives a SUV Sport. Customer is very unhappy with the car. No recent service issues or complaints. Customer is financing the car. Customer expresses loyalty to the brand.,1
916,SUV Family,lease,15,0,2,310.51,3,Customer drives a SUV Family. Customer is very unhappy with the car. No recent service issues or complaints. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
917,SUV Sport,lease,5,2,1,365.54,1,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle.,1
918,Truck Utility,finance,22,2,1,438.97,0,Customer drives a Truck Utility. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer expresses loyalty to the brand.,1
919,Sedan Premium,lease,40,0,3,230.74,2,Customer drives a Sedan Premium. Customer is neutral about the car. No recent service issues or complaints. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,0
920,SUV Sport,subscription,43,1,4,466.17,1,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract.,1
921,EV Compact,lease,14,1,2,230.99,0,Customer drives a EV Compact. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
922,SUV Sport,lease,10,4,3,555.2,2,Customer drives a SUV Sport. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
923,SUV Family,finance,42,3,4,461.65,3,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer mentions switching to another brand soon.,1
924,Sedan Basic,lease,10,1,5,629.58,1,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer says the monthly payment feels too expensive. Customer is currently leasing the vehicle.,0
925,Sedan Premium,subscription,4,2,3,480.25,3,Customer drives a Sedan Premium. Customer is neutral about the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
926,EV Compact,finance,29,2,2,363.43,2,Customer drives a EV Compact. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
927,SUV Sport,lease,34,3,4,304.16,0,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
928,Sedan Premium,finance,15,1,1,428.67,1,Customer did not provide any comments.,1
929,SUV Family,finance,13,3,1,396.37,3,Customer drives a SUV Family. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer mentions switching to another brand soon.,1
930,SUV Sport,finance,14,4,2,542.34,0,Customer drives a SUV Sport. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer expresses loyalty to the brand.,1
931,SUV Sport,subscription,21,2,2,288.57,3,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,0
932,Truck Utility,finance,1,1,1,642.51,2,Customer drives a Truck Utility. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer says the monthly payment feels too expensive. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
933,Sedan Premium,finance,1,1,1,552.97,2,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
934,SUV Sport,lease,22,1,5,375.58,2,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
935,SUV Family,finance,2,0,4,615.74,2,Customer drives a SUV Family. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer says the monthly payment feels too expensive. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
936,EV Compact,subscription,19,2,4,306.02,2,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
937,Sedan Basic,finance,35,4,1,424.67,2,Customer drives a Sedan Basic. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
938,Sedan Basic,finance,2,0,4,246.82,2,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer considers the monthly payment affordable. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
939,SUV Family,finance,37,4,2,621.59,2,Customer drives a SUV Family. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer says the monthly payment feels too expensive. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
940,SUV Sport,finance,37,3,4,202.31,1,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is financing the car.,0
941,Truck Utility,subscription,34,1,3,227.15,1,Customer drives a Truck Utility. Customer is neutral about the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract.,0
942,SUV Family,lease,37,3,2,323.83,3,Customer drives a SUV Family. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
943,EV Compact,lease,48,2,2,558.68,3,Customer drives a EV Compact. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
944,SUV Family,finance,5,5,1,514.58,2,Customer drives a SUV Family. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
945,Sedan Basic,finance,10,3,5,414.65,1,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car.,0
946,Sedan Basic,finance,19,1,3,522.27,2,Customer drives a Sedan Basic. Customer is neutral about the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,0
947,EV Compact,lease,41,1,4,386.15,2,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,0
948,Sedan Basic,finance,52,2,5,450.69,1,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car.,0
949,EV Compact,finance,55,0,1,598.21,0,Customer drives a EV Compact. Customer is very unhappy with the car. No recent service issues or complaints. Customer is financing the car. Customer expresses loyalty to the brand.,0
950,Sedan Premium,finance,35,8,2,370.41,2,Customer drives a Sedan Premium. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
951,Sedan Basic,finance,25,5,1,308.04,1,Customer drives a Sedan Basic. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car.,1
952,Sedan Premium,finance,25,6,1,456.44,0,Customer drives a Sedan Premium. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer expresses loyalty to the brand.,1
953,SUV Sport,finance,4,1,5,488.83,3,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer mentions switching to another brand soon.,1
954,SUV Family,finance,28,1,4,413.25,2,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
955,Truck Utility,finance,31,2,3,520.41,0,Customer drives a Truck Utility. Customer is neutral about the car. Some minor service issues were reported recently. Customer is financing the car. Customer expresses loyalty to the brand.,0
956,SUV Sport,finance,13,2,2,375.85,0,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer expresses loyalty to the brand.,1
957,SUV Family,finance,46,1,3,415.31,2,Customer drives a SUV Family. Customer is neutral about the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
958,SUV Sport,lease,48,1,3,444.95,3,Customer drives a SUV Sport. Customer is neutral about the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
959,EV Compact,lease,18,4,2,434.48,1,Customer drives a EV Compact. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle.,1
960,SUV Family,finance,54,3,1,593.59,3,Customer drives a SUV Family. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer mentions switching to another brand soon.,1
961,Sedan Basic,subscription,7,1,3,444.35,0,Customer drives a Sedan Basic. Customer is neutral about the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,1
962,SUV Family,finance,54,1,3,363.53,2,Customer drives a SUV Family. Customer is neutral about the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
963,EV Compact,lease,46,3,4,463.36,3,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
964,Sedan Premium,finance,14,1,2,521.06,3,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer mentions switching to another brand soon.,1
965,EV Compact,lease,39,2,1,492.91,0,Customer drives a EV Compact. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,1
966,SUV Sport,finance,19,1,5,486.26,2,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer is considering alternatives due to recurring issues.,0
967,SUV Sport,subscription,48,2,3,220.23,0,Customer drives a SUV Sport. Customer is neutral about the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,1
968,Sedan Premium,finance,10,2,4,150.0,0,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is financing the car. Customer expresses loyalty to the brand.,1
969,EV Compact,finance,15,1,1,553.03,3,Customer drives a EV Compact. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer mentions switching to another brand soon.,1
970,Sedan Basic,lease,19,3,1,452.66,2,Customer drives a Sedan Basic. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
971,Sedan Premium,finance,12,4,1,397.41,0,Customer drives a Sedan Premium. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer expresses loyalty to the brand.,1
972,SUV Family,subscription,20,1,4,483.32,3,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
973,SUV Family,finance,36,0,2,631.28,3,Customer drives a SUV Family. Customer is very unhappy with the car. No recent service issues or complaints. Customer says the monthly payment feels too expensive. Customer is financing the car. Customer mentions switching to another brand soon.,1
974,SUV Family,finance,38,2,4,569.62,0,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer expresses loyalty to the brand.,0
975,Sedan Basic,lease,33,3,5,515.47,0,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
976,Sedan Premium,lease,12,1,4,293.59,0,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
977,Sedan Basic,lease,12,1,5,309.19,3,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,0
978,SUV Sport,lease,55,1,5,150.0,2,Customer did not provide any comments.,0
979,SUV Family,lease,15,2,4,476.02,2,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,0
980,SUV Sport,subscription,7,2,5,533.04,1,Customer did not provide any comments.,1
981,SUV Sport,finance,27,3,4,542.82,1,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car.,1
982,Truck Utility,lease,1,2,2,481.05,2,Customer drives a Truck Utility. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
983,SUV Sport,lease,21,2,1,381.51,0,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,1
984,SUV Sport,lease,51,1,2,332.29,2,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
985,SUV Sport,subscription,16,4,3,300.96,0,Customer drives a SUV Sport. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,1
986,SUV Sport,lease,42,2,2,380.39,3,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
987,SUV Sport,finance,29,3,1,282.66,0,Customer drives a SUV Sport. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is financing the car. Customer expresses loyalty to the brand.,1
988,Sedan Premium,subscription,21,2,3,610.71,0,Customer drives a Sedan Premium. Customer is neutral about the car. Some minor service issues were reported recently. Customer says the monthly payment feels too expensive. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,1
989,Sedan Premium,lease,40,4,3,243.72,1,Customer drives a Sedan Premium. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle.,0
990,Truck Utility,finance,36,2,5,376.35,1,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car.,0
991,SUV Family,subscription,19,0,5,167.65,2,Customer drives a SUV Family. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,0
992,SUV Sport,finance,14,0,4,435.59,3,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is financing the car. Customer mentions switching to another brand soon.,0
993,Sedan Premium,lease,55,3,5,399.71,2,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,0
994,SUV Family,subscription,10,2,2,357.19,1,Customer drives a SUV Family. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract.,1
995,SUV Sport,subscription,57,2,5,288.07,2,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,0
996,SUV Sport,finance,28,3,5,400.3,2,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
997,SUV Sport,finance,59,1,1,334.66,0,Customer drives a SUV Sport. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car. Customer expresses loyalty to the brand.,1
998,SUV Family,lease,21,2,4,383.58,0,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
999,EV Compact,subscription,34,3,3,634.89,0,Customer drives a EV Compact. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer says the monthly payment feels too expensive. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,1
1000,SUV Sport,finance,37,3,2,420.66,0,Customer drives a SUV Sport. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car. Customer expresses loyalty to the brand.,1
1001,Truck Utility,lease,20,3,3,463.94,3,Customer drives a Truck Utility. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1002,Truck Utility,finance,13,1,5,344.26,1,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car.,0
1003,SUV Sport,subscription,31,0,5,305.87,1,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is on a flexible subscription contract.,0
1004,EV Compact,subscription,40,4,2,397.25,1,Customer drives a EV Compact. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract.,1
1005,Sedan Basic,lease,16,4,3,700.47,1,Customer drives a Sedan Basic. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer says the monthly payment feels too expensive. Customer is currently leasing the vehicle.,1
1006,EV Compact,lease,46,1,3,365.51,2,Customer drives a EV Compact. Customer is neutral about the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
1007,EV Compact,subscription,38,2,4,443.37,0,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,1
1008,SUV Sport,subscription,10,1,3,300.59,2,Customer drives a SUV Sport. Customer is neutral about the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,0
1009,Truck Utility,finance,56,5,2,150.0,3,Customer drives a Truck Utility. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is financing the car. Customer mentions switching to another brand soon.,1
1010,SUV Sport,finance,3,2,5,305.22,3,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer mentions switching to another brand soon.,1
1011,Sedan Premium,finance,39,0,2,685.69,1,Customer drives a Sedan Premium. Customer is very unhappy with the car. No recent service issues or complaints. Customer says the monthly payment feels too expensive. Customer is financing the car.,1
1012,Truck Utility,finance,26,0,2,471.45,3,Customer drives a Truck Utility. Customer is very unhappy with the car. No recent service issues or complaints. Customer is financing the car. Customer mentions switching to another brand soon.,1
1013,Sedan Premium,lease,39,1,2,596.91,0,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
1014,Sedan Premium,lease,46,2,2,358.27,0,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
1015,SUV Sport,lease,41,3,3,150.0,1,Customer drives a SUV Sport. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle.,1
1016,EV Compact,subscription,39,5,4,266.95,0,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,1
1017,SUV Family,lease,50,3,1,447.64,1,Customer drives a SUV Family. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle.,0
1018,SUV Family,lease,42,4,5,428.51,3,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
1019,Sedan Basic,finance,49,0,2,398.75,3,Customer drives a Sedan Basic. Customer is very unhappy with the car. No recent service issues or complaints. Customer is financing the car. Customer mentions switching to another brand soon.,1
1020,Sedan Basic,lease,24,2,1,336.37,1,Customer drives a Sedan Basic. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle.,1
1021,Sedan Basic,lease,12,2,4,512.77,1,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle.,1
1022,Sedan Basic,finance,14,3,2,339.84,1,Customer drives a Sedan Basic. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is financing the car.,0
1023,EV Compact,lease,37,0,4,436.94,0,Customer drives a EV Compact. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,0
1024,EV Compact,finance,32,1,5,423.44,0,Customer did not provide any comments.,1
1025,Truck Utility,subscription,5,2,4,355.78,3,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
1026,Sedan Basic,lease,13,1,4,294.24,2,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
